qty,item_i,gst_i,purchase_d
3,110360,3277209,19/11/2016_00:00:00
1,100292,4368935,19/11/2015_00:00:00
1,95186,1522328,31/03/2017_00:00:00
1,170383,466727,10/08/2015_00:00:00
2,95412,1127374,28/11/2015_00:00:00
1,216986,1794028,21/07/2016_00:00:00
1,158652,2549794,30/05/2016_00:00:00
1,49635,2695312,14/04/2016_00:00:00
1,79705,2567543,06/04/2016_00:00:00
2,98116,744020,07/05/2016_00:00:00
1,50555,2629,23/03/2017_00:00:00
1,244729,4395654,15/04/2016_00:00:00
1,32218,3688086,12/10/2015_00:00:00
1,209883,2629,05/11/2016_00:00:00
1,40304,2701803,21/09/2016_00:00:00
2,46468,4674330,09/02/2017_00:00:00
1,124240,568480,21/01/2016_00:00:00
1,50207,513585,29/03/2017_00:00:00
1,75468,4517881,14/04/2016_00:00:00
1,48519,1794028,13/02/2017_00:00:00
2,99244,1220565,03/03/2016_00:00:00
1,82409,3545747,14/03/2017_00:00:00
1,46059,4243895,12/01/2017_00:00:00
3,160240,1661441,17/06/2016_00:00:00
1,123287,5193116,04/01/2017_00:00:00
1,44065,3923515,30/04/2016_00:00:00
2,50865,984205,14/11/2015_00:00:00
1,46061,4110848,08/10/2016_00:00:00
1,175855,2532736,27/04/2016_00:00:00
1,41792,1407016,01/03/2017_00:00:00
1,199831,2773617,04/11/2016_00:00:00
1,110411,?,22/10/2016_00:00:00
1,45594,834328,10/06/2016_00:00:00
1,234031,872914,21/02/2017_00:00:00
1,71070,79505,18/03/2017_00:00:00
1,97724,4743644,28/07/2016_00:00:00
1,216182,833903,08/01/2016_00:00:00
6,70294,1702217,15/02/2016_00:00:00
1,126673,2934551,11/03/2017_00:00:00
1,46058,690939,09/05/2016_00:00:00
1,5196,3198064,08/11/2015_00:00:00
1,53457,4565053,09/06/2016_00:00:00
2,42546,3042070,21/05/2016_00:00:00
1,51220,2265296,30/12/2016_00:00:00
1,124942,1775601,29/09/2015_00:00:00
1,225674,4743644,09/01/2017_00:00:00
1,167755,1912070,14/04/2016_00:00:00
1,118482,3563193,07/10/2015_00:00:00
1,604,4368935,08/07/2016_00:00:00
1,105394,4998335,03/12/2015_00:00:00
1,104043,4492929,27/05/2016_00:00:00
1,225868,2639949,23/12/2016_00:00:00
2,173494,5147107,02/07/2016_00:00:00
1,45238,961883,02/02/2017_00:00:00
1,141519,34031,06/04/2016_00:00:00
1.12,108965,3520500,27/12/2016_00:00:00
1,217754,3932330,19/12/2015_00:00:00
1,44741,2563664,22/12/2015_00:00:00
1,51140,2390272,10/10/2015_00:00:00
1,109558,1516900,10/07/2016_00:00:00
1,230521,4395654,22/08/2015_00:00:00
1,43293,4939121,07/03/2016_00:00:00
1,99230,4448932,20/06/2016_00:00:00
1,124048,465822,14/03/2016_00:00:00
1,4137,4683283,25/10/2015_00:00:00
3,85528,1904015,08/03/2017_00:00:00
1,101808,1127374,17/11/2016_00:00:00
1,206039,3657937,21/08/2016_00:00:00
1,181604,361788,19/02/2017_00:00:00
1,68501,4207938,17/01/2017_00:00:00
1,106689,1628864,20/12/2015_00:00:00
2,105269,815973,16/03/2017_00:00:00
1,51362,3714165,18/09/2015_00:00:00
1,104197,3386992,28/01/2016_00:00:00
1,246360,402560,07/07/2016_00:00:00
1,112133,3580428,28/03/2016_00:00:00
1,48827,1694812,19/12/2015_00:00:00
1,191664,4584804,20/08/2016_00:00:00
1,41260,2160830,15/01/2016_00:00:00
1,5056,1090119,13/10/2015_00:00:00
1,107379,4966550,29/07/2016_00:00:00
2,107583,643103,16/03/2016_00:00:00
1,58827,4558722,13/01/2016_00:00:00
1,229908,4041753,16/01/2016_00:00:00
1,244805,4432632,10/09/2015_00:00:00
1,54885,2549794,26/04/2016_00:00:00
1,92025,1212734,23/10/2016_00:00:00
1,33694,740566,05/10/2016_00:00:00
1,100587,1552614,13/02/2017_00:00:00
1,50753,2955321,28/10/2015_00:00:00
1,59040,1555345,01/12/2015_00:00:00
1,45631,3103594,14/11/2016_00:00:00
1,114035,1055031,13/08/2016_00:00:00
1,109569,4049962,17/09/2015_00:00:00
2,150013,167226,12/09/2015_00:00:00
1,119957,554286,27/09/2016_00:00:00
1,160294,3572764,26/04/2016_00:00:00
1,95406,4494737,03/09/2016_00:00:00
1,43670,657068,14/08/2016_00:00:00
1,114991,1693693,02/10/2015_00:00:00
1,42596,3027393,01/04/2017_00:00:00
1,46210,1631542,26/10/2016_00:00:00
1,242517,4192601,09/12/2016_00:00:00
1,40775,4939121,27/06/2016_00:00:00
1,41398,341462,30/08/2015_00:00:00
1,118612,1287698,20/09/2015_00:00:00
1,41490,3299230,29/08/2015_00:00:00
1,45619,2032927,10/12/2016_00:00:00
2,45360,5105133,30/07/2016_00:00:00
1,68559,2107213,13/03/2016_00:00:00
1,41179,1881888,20/03/2016_00:00:00
1,100647,2075706,24/04/2016_00:00:00
1,43065,685211,25/12/2015_00:00:00
2,114642,4924525,27/11/2016_00:00:00
2,130946,981748,26/08/2016_00:00:00
2,107191,600281,11/03/2016_00:00:00
1,40148,2701803,05/09/2015_00:00:00
1,169460,5065179,07/04/2016_00:00:00
1,79705,4935278,24/08/2015_00:00:00
1,109532,1820775,02/08/2016_00:00:00
1,214265,2701803,09/10/2016_00:00:00
1,99838,681965,19/01/2017_00:00:00
1,70109,2576483,25/11/2015_00:00:00
1,107718,4031861,02/11/2016_00:00:00
1,126268,4683283,12/03/2017_00:00:00
1,131833,833903,27/12/2016_00:00:00
1,48730,3663214,11/11/2015_00:00:00
1,40942,1483888,23/01/2017_00:00:00
1,59836,4261072,13/03/2017_00:00:00
1,95142,3550329,01/02/2017_00:00:00
1,45468,2065694,09/03/2017_00:00:00
1,119587,3208296,24/11/2016_00:00:00
1,163607,5188419,08/02/2017_00:00:00
1,69864,2549794,09/05/2016_00:00:00
1,43379,2803338,26/03/2016_00:00:00
1,94941,3188483,12/02/2016_00:00:00
1,50581,2734609,13/12/2016_00:00:00
1,79252,4565053,20/07/2016_00:00:00
1,77263,4935278,25/07/2016_00:00:00
1,190935,435687,09/09/2015_00:00:00
1,221595,2895155,05/06/2016_00:00:00
1,105057,2563664,19/10/2016_00:00:00
1,105660,4966550,25/11/2015_00:00:00
2,47605,2429557,01/04/2017_00:00:00
1,105690,3497470,11/03/2016_00:00:00
1,217193,1473306,25/03/2016_00:00:00
1,56848,2229365,28/10/2015_00:00:00
1,109357,5071832,28/03/2016_00:00:00
1,204557,1187340,22/01/2016_00:00:00
1,4610,4208501,14/11/2016_00:00:00
1,232344,689612,05/12/2016_00:00:00
1,54896,4183031,28/06/2016_00:00:00
1,109802,1507740,12/01/2016_00:00:00
1,125922,896077,26/06/2016_00:00:00
1,96404,2245499,27/02/2016_00:00:00
1,62546,377551,05/12/2016_00:00:00
1,97306,2955179,17/09/2015_00:00:00
1,94527,1046056,31/07/2016_00:00:00
1,150266,3848581,30/07/2016_00:00:00
1,7522,1233143,04/10/2016_00:00:00
1,44046,5137205,19/12/2015_00:00:00
1,103716,815973,21/03/2017_00:00:00
1,103406,2513424,10/02/2016_00:00:00
1,199404,1128321,06/10/2016_00:00:00
1,43935,1127374,13/06/2016_00:00:00
1,40592,4878969,08/10/2016_00:00:00
1,43364,1990893,11/01/2017_00:00:00
1,51366,524138,07/09/2016_00:00:00
2,160582,3550329,21/01/2016_00:00:00
1,164395,1150412,19/05/2016_00:00:00
1,72904,2955321,02/06/2016_00:00:00
1,105592,2629,30/03/2016_00:00:00
2,77507,1009636,03/02/2016_00:00:00
1,96405,3384086,25/05/2016_00:00:00
1,55369,685211,15/04/2016_00:00:00
1,111084,2074427,23/02/2017_00:00:00
1,96545,1313514,29/10/2015_00:00:00
1,40695,342694,06/02/2017_00:00:00
1,41798,1887340,06/03/2016_00:00:00
1,39302,4688532,31/07/2016_00:00:00
1,64332,2809173,14/04/2016_00:00:00
1,95229,4264338,24/10/2016_00:00:00
2,47431,3299230,30/12/2015_00:00:00
1,160941,1055031,17/10/2015_00:00:00
2,87989,3879119,29/02/2016_00:00:00
1,105936,1128321,08/12/2015_00:00:00
1,54896,1212734,21/01/2016_00:00:00
2,174949,4753139,18/03/2016_00:00:00
1,239529,1591857,25/10/2015_00:00:00
2,116712,1035777,27/07/2016_00:00:00
1,45370,3289067,05/07/2016_00:00:00
1,43568,112388,07/03/2016_00:00:00
1,43773,5057627,21/07/2016_00:00:00
1,171311,4192601,06/08/2016_00:00:00
1,125850,2897141,13/09/2016_00:00:00
1,53701,1636703,08/12/2016_00:00:00
1,105671,1428387,06/05/2016_00:00:00
1,43853,2711694,17/11/2016_00:00:00
1,51609,2820841,13/09/2015_00:00:00
1,134998,2955321,29/05/2016_00:00:00
1,106562,2180813,17/01/2016_00:00:00
1,97326,3327985,02/12/2015_00:00:00
1,48183,467277,16/04/2016_00:00:00
1,109781,1633923,08/03/2017_00:00:00
1,104813,2653450,01/06/2016_00:00:00
1,36330,2815626,26/08/2015_00:00:00
1,63594,3198801,26/02/2016_00:00:00
1,221480,5095670,08/05/2016_00:00:00
2,68811,4414710,13/12/2015_00:00:00
1,99958,2206715,10/01/2016_00:00:00
1,122473,5147107,17/10/2016_00:00:00
4,196300,1888312,18/09/2016_00:00:00
1,22567,280184,27/09/2015_00:00:00
1,50196,2482638,01/07/2016_00:00:00
1,47326,184788,01/10/2015_00:00:00
1,45822,3016951,11/06/2016_00:00:00
1,41389,2405074,10/02/2016_00:00:00
1,125718,5095670,30/09/2016_00:00:00
1,116317,1774494,06/04/2016_00:00:00
1,163502,3500517,23/04/2016_00:00:00
1,59802,4222767,21/01/2017_00:00:00
2,160562,4742870,04/12/2016_00:00:00
1,115062,961883,17/07/2016_00:00:00
2,41265,1044854,29/07/2016_00:00:00
1,80493,2895155,31/01/2017_00:00:00
1,63618,4355563,01/02/2017_00:00:00
1,41232,3739993,24/03/2016_00:00:00
1,99711,2639949,21/06/2016_00:00:00
1,50933,1661441,27/08/2016_00:00:00
1,104124,2241200,09/12/2016_00:00:00
1,44237,2358236,26/11/2015_00:00:00
1,75931,513585,29/11/2016_00:00:00
1,243664,1283451,13/04/2016_00:00:00
1,53133,4716202,01/06/2016_00:00:00
1,113856,2405074,13/09/2015_00:00:00
4,42620,361788,25/08/2015_00:00:00
1,95543,2815626,08/04/2016_00:00:00
1,53183,3391014,29/09/2015_00:00:00
2,109583,1794028,19/03/2016_00:00:00
1,169744,1869704,27/11/2015_00:00:00
2,3961,1722706,20/02/2017_00:00:00
1,162683,3118190,31/01/2017_00:00:00
1,106538,3391014,26/11/2015_00:00:00
1,42072,2107213,02/08/2016_00:00:00
3,108890,342694,27/11/2015_00:00:00
1,48856,486047,05/01/2016_00:00:00
1,22505,492669,24/12/2016_00:00:00
2,99966,3016951,13/09/2015_00:00:00
2,99731,4922628,27/11/2015_00:00:00
1,206086,2629,02/06/2016_00:00:00
1,45372,3327985,02/12/2016_00:00:00
1,62560,3479638,18/09/2015_00:00:00
1,45417,1397123,05/05/2016_00:00:00
1,50424,2107213,20/02/2016_00:00:00
1,142239,1944011,10/02/2016_00:00:00
1,102010,4395654,30/09/2015_00:00:00
1,51139,1944011,16/08/2016_00:00:00
1,40149,3042070,24/08/2016_00:00:00
2,117215,5078050,08/05/2016_00:00:00
1,123764,1183190,04/12/2016_00:00:00
2,120005,2532736,29/03/2017_00:00:00
1,235388,1173538,28/03/2017_00:00:00
1,210551,3362874,01/09/2016_00:00:00
2,42596,361338,05/12/2015_00:00:00
7,94307,2663183,05/09/2015_00:00:00
1,160984,1820775,14/07/2016_00:00:00
1,99331,4110848,29/09/2016_00:00:00
-1,94520,1649745,03/09/2015_00:00:00
1,201860,4208501,29/10/2016_00:00:00
-1,73556,3258096,31/01/2016_00:00:00
1,127105,3637129,13/12/2016_00:00:00
1,46557,3683220,15/07/2016_00:00:00
1,98679,2639949,10/01/2016_00:00:00
1,3656,2934551,14/11/2016_00:00:00
1,196332,4368935,15/10/2016_00:00:00
1,134458,185169,04/10/2015_00:00:00
1,225642,5193116,14/10/2016_00:00:00
1,109343,2525756,20/10/2016_00:00:00
1,94487,1633923,27/04/2016_00:00:00
1,109425,4185084,27/12/2015_00:00:00
1,132909,136528,22/01/2017_00:00:00
1,170874,4906072,18/07/2016_00:00:00
1,217566,739663,10/01/2017_00:00:00
1,114761,2031199,03/05/2016_00:00:00
1,45621,1183190,08/11/2016_00:00:00
1,188537,1651863,02/01/2016_00:00:00
1,5321,284894,24/09/2015_00:00:00
1,102126,2339655,14/12/2016_00:00:00
1,105592,3210381,17/04/2016_00:00:00
1,40651,112388,02/03/2017_00:00:00
1,50064,1713420,18/10/2015_00:00:00
2,109539,3883892,09/04/2016_00:00:00
1,106390,3210381,28/10/2015_00:00:00
1,107557,2254103,21/01/2016_00:00:00
1,43308,1635211,31/12/2015_00:00:00
1,231041,554286,13/12/2015_00:00:00
1,43073,1904015,27/09/2015_00:00:00
1,51204,2576483,12/10/2015_00:00:00
1,216182,318925,12/11/2015_00:00:00
1,229142,4492929,22/01/2017_00:00:00
1,40247,1851167,18/12/2016_00:00:00
1,48941,1582797,22/05/2016_00:00:00
2,155307,2955539,16/08/2015_00:00:00
3,111319,5119214,31/10/2015_00:00:00
1,43689,807056,17/08/2016_00:00:00
1,66927,574930,15/11/2015_00:00:00
1,102127,2566639,19/07/2016_00:00:00
1,63941,4423124,13/08/2016_00:00:00
1,73784,3550329,10/10/2016_00:00:00
1,55565,2032927,01/01/2016_00:00:00
1,171278,1128321,19/07/2016_00:00:00
1,46367,1387569,22/02/2016_00:00:00
1,48467,1582797,16/04/2016_00:00:00
2,3789,1887340,26/12/2016_00:00:00
1,114057,3039461,15/03/2016_00:00:00
1,134459,112388,12/12/2016_00:00:00
1,221663,1041112,21/11/2015_00:00:00
1,42680,4516122,26/09/2015_00:00:00
3,125621,2138738,09/11/2016_00:00:00
1,104045,524138,14/09/2016_00:00:00
1,222190,2758317,12/10/2016_00:00:00
1,47604,3586253,29/08/2015_00:00:00
1,98753,4217478,05/02/2017_00:00:00
1,208377,2652623,12/02/2017_00:00:00
1,40548,1768125,17/01/2016_00:00:00
1,43089,2868206,07/08/2016_00:00:00
1,38850,863470,22/11/2015_00:00:00
1,193986,1454922,30/08/2016_00:00:00
1,75468,4807717,13/08/2015_00:00:00
1,100831,4489645,05/01/2017_00:00:00
2,104507,4928655,12/01/2016_00:00:00
1,59838,3077173,03/10/2016_00:00:00
3,43125,2983894,27/01/2017_00:00:00
3,141611,466727,07/03/2016_00:00:00
1,45409,2752166,14/02/2016_00:00:00
1,74876,4437121,02/12/2015_00:00:00
1,48311,2153035,14/09/2015_00:00:00
1,64533,5027818,15/08/2015_00:00:00
1,68591,989281,04/06/2016_00:00:00
1,180565,5065179,03/12/2016_00:00:00
1,106980,4373194,27/07/2016_00:00:00
1,4897,4411804,01/12/2016_00:00:00
1,66826,647592,20/04/2016_00:00:00
2,104536,4877920,19/09/2016_00:00:00
1,96027,3210381,22/12/2016_00:00:00
1,222297,1904015,05/02/2017_00:00:00
1,223972,635476,02/12/2015_00:00:00
1,43104,1582797,23/05/2016_00:00:00
2,103714,4432632,27/04/2016_00:00:00
1,48430,1038562,15/02/2017_00:00:00
1,220362,466727,09/10/2016_00:00:00
1,44046,4743644,15/09/2015_00:00:00
1,98690,2563664,01/04/2016_00:00:00
1,198460,3497470,06/02/2016_00:00:00
5,102017,3586253,04/09/2016_00:00:00
1,109538,1643337,07/05/2016_00:00:00
1,131557,2748620,17/04/2016_00:00:00
1,101693,3689286,01/01/2017_00:00:00
1,49488,2777658,17/09/2016_00:00:00
1,214252,2241200,01/03/2016_00:00:00
1,45165,3327985,02/02/2017_00:00:00
1,51046,136226,15/02/2016_00:00:00
1,121949,2576483,21/06/2016_00:00:00
1,44612,1464822,29/09/2016_00:00:00
1,130551,3324746,04/02/2017_00:00:00
1,42513,4489645,09/11/2016_00:00:00
1,98814,965651,24/12/2016_00:00:00
1,45517,3460348,15/02/2016_00:00:00
2,66740,3235692,10/12/2016_00:00:00
2,144915,3683804,28/07/2016_00:00:00
1,202876,4578769,27/09/2015_00:00:00
1,62524,2023314,19/06/2016_00:00:00
1,244001,373990,15/06/2016_00:00:00
1,110395,2357913,30/12/2015_00:00:00
1,163750,3657937,12/10/2016_00:00:00
50,241484,4723743,10/12/2015_00:00:00
1,118921,863470,26/08/2016_00:00:00
1,207770,1677152,24/02/2016_00:00:00
1,160463,1038562,05/10/2015_00:00:00
4,105592,1904015,10/09/2015_00:00:00
1,56582,647592,07/08/2016_00:00:00
1,16992,872914,28/02/2017_00:00:00
1,59825,2629,18/09/2016_00:00:00
2,224369,4217607,20/09/2015_00:00:00
1,48584,4261072,10/09/2015_00:00:00
1,105950,4355563,08/11/2016_00:00:00
1,67589,3690965,09/01/2016_00:00:00
1,7274,318925,04/09/2015_00:00:00
1,114606,4870477,21/02/2016_00:00:00
1,193037,208060,01/09/2015_00:00:00
1,42656,2983894,04/05/2016_00:00:00
1,48075,699105,16/02/2016_00:00:00
1,137779,2714327,01/05/2016_00:00:00
1,95215,4217607,23/08/2016_00:00:00
1,67027,3688883,13/11/2015_00:00:00
1,52958,2126364,23/09/2016_00:00:00
1,46490,4315268,11/11/2015_00:00:00
1,102250,4211868,09/12/2015_00:00:00
1,45134,1518421,16/03/2017_00:00:00
4,50865,807056,08/12/2015_00:00:00
1,603,1193696,21/02/2017_00:00:00
1,3919,1805178,01/04/2016_00:00:00
1,78474,1128321,10/06/2016_00:00:00
2,45342,3377771,19/03/2017_00:00:00
1,48122,1702217,02/05/2016_00:00:00
1,34002,4073097,29/08/2015_00:00:00
1,102221,1295937,25/01/2016_00:00:00
1,113429,1283451,27/12/2015_00:00:00
1,41603,685744,09/02/2016_00:00:00
1,234884,4697069,24/01/2017_00:00:00
2,54224,657068,24/05/2016_00:00:00
8,107354,2855376,28/12/2015_00:00:00
2,48591,2742150,07/11/2016_00:00:00
1,101166,2009296,01/02/2017_00:00:00
1,66834,4178166,10/07/2016_00:00:00
1,11939,4249183,06/09/2016_00:00:00
1,48430,3039461,26/12/2015_00:00:00
1,155484,3879119,29/08/2015_00:00:00
1,45591,1582797,03/02/2017_00:00:00
1,46971,4432632,20/01/2016_00:00:00
2,64145,380543,30/03/2017_00:00:00
1,53926,1972051,01/08/2016_00:00:00
1,216312,3923515,15/03/2017_00:00:00
2,41277,1046056,03/02/2016_00:00:00
1,99091,2032927,22/08/2015_00:00:00
1,47924,739663,02/09/2015_00:00:00
3,107926,4185084,01/09/2015_00:00:00
1,106981,2242074,20/04/2016_00:00:00
1,64242,87626,07/09/2016_00:00:00
1,155407,4635397,01/02/2016_00:00:00
1,40866,3497470,15/12/2015_00:00:00
1,111631,3657937,31/10/2015_00:00:00
1,42546,35817,01/01/2017_00:00:00
1,55318,568480,20/10/2016_00:00:00
1,41080,4395654,20/01/2017_00:00:00
1,45525,805336,24/03/2017_00:00:00
1,3082,87626,31/08/2015_00:00:00
1,109810,1236686,30/08/2016_00:00:00
2,98714,5105133,11/08/2016_00:00:00
1,50623,513585,15/11/2016_00:00:00
2,40480,1946366,08/04/2016_00:00:00
2,124022,4278683,04/12/2016_00:00:00
4,40082,1127374,02/08/2016_00:00:00
3,117457,2549794,21/02/2017_00:00:00
1,121264,4966550,14/05/2016_00:00:00
1,45411,2482638,30/08/2015_00:00:00
1,94924,4414710,20/04/2016_00:00:00
1,118905,3346861,14/01/2017_00:00:00
1,40713,1055031,08/11/2015_00:00:00
1,45378,3706368,12/04/2016_00:00:00
1,43845,1287698,03/11/2015_00:00:00
1,160793,3362874,10/12/2016_00:00:00
1,100768,4937722,17/03/2016_00:00:00
1,40993,1643287,07/11/2016_00:00:00
1,174521,989281,01/03/2017_00:00:00
1,84437,4198473,28/09/2016_00:00:00
1,226670,318925,18/08/2015_00:00:00
1,169463,2107213,30/07/2016_00:00:00
1,75254,4924525,19/05/2016_00:00:00
1,230140,927807,01/04/2016_00:00:00
1,200970,2031199,13/12/2015_00:00:00
1,102867,1686899,05/06/2016_00:00:00
1,185325,5001591,12/12/2016_00:00:00
1,42778,1412720,01/12/2015_00:00:00
1,104175,4641640,15/10/2015_00:00:00
2,46466,657068,10/05/2016_00:00:00
4,100292,342694,23/11/2015_00:00:00
2,108688,4889248,28/08/2015_00:00:00
4,222105,81036,12/08/2016_00:00:00
1,47804,492669,04/02/2017_00:00:00
1,115934,5039478,05/03/2017_00:00:00
1,54090,2567543,12/06/2016_00:00:00
1,72100,2115165,09/09/2015_00:00:00
1,88828,1408822,20/07/2016_00:00:00
2,45656,923830,15/03/2017_00:00:00
4,54061,3042070,19/10/2016_00:00:00
1,214137,1555345,25/07/2016_00:00:00
3,67113,2714327,30/11/2015_00:00:00
1,42893,3879119,15/09/2015_00:00:00
1,209818,2361100,28/03/2016_00:00:00
1,105592,4235994,20/08/2015_00:00:00
1,48701,2809173,02/04/2016_00:00:00
2,40446,2549794,26/12/2016_00:00:00
2,97753,1131227,14/12/2016_00:00:00
2,100064,1794028,04/09/2016_00:00:00
1,102098,2457534,27/08/2015_00:00:00
1,49243,4235440,17/11/2015_00:00:00
1,208757,3657937,23/09/2015_00:00:00
1,103712,2241200,22/03/2016_00:00:00
1,46367,4302387,19/10/2016_00:00:00
1,214262,2635948,23/01/2016_00:00:00
9,50143,2241200,17/03/2017_00:00:00
1,48052,732036,28/10/2016_00:00:00
1,40875,4962106,13/09/2016_00:00:00
1,124291,5154905,20/12/2016_00:00:00
1,128800,5022575,01/09/2016_00:00:00
1,197287,3688086,16/09/2015_00:00:00
1,50480,3208296,22/09/2015_00:00:00
1,108038,4054017,27/08/2016_00:00:00
1,113152,3520500,26/08/2016_00:00:00
1,106853,931756,09/09/2016_00:00:00
1,46061,380543,05/01/2017_00:00:00
1,51256,5002348,03/04/2016_00:00:00
4,145912,361788,10/11/2016_00:00:00
1,72070,4044639,26/07/2016_00:00:00
1,63094,3706368,09/10/2015_00:00:00
1,173197,3395549,23/02/2017_00:00:00
1,5201,4650736,06/05/2016_00:00:00
1,88415,112388,17/04/2016_00:00:00
2,45895,4185084,14/04/2016_00:00:00
1,215019,4185084,28/08/2015_00:00:00
2,126187,466727,31/10/2016_00:00:00
1,47323,3346861,09/11/2016_00:00:00
1,160729,2242074,09/12/2016_00:00:00
1,48121,1454922,01/08/2016_00:00:00
1,242685,1274469,26/03/2016_00:00:00
1,188519,3688086,22/12/2016_00:00:00
1,178256,1775601,03/05/2016_00:00:00
3,45603,2031199,26/07/2016_00:00:00
1,127145,3173405,09/10/2016_00:00:00
1,70083,1258496,13/06/2016_00:00:00
1,45794,1340354,06/11/2015_00:00:00
1,3718,998609,19/04/2016_00:00:00
1,42510,1225295,13/01/2017_00:00:00
2,109580,5052330,17/04/2016_00:00:00
1,105851,593359,24/10/2015_00:00:00
1,77471,363620,26/10/2016_00:00:00
4,52806,3111707,28/10/2016_00:00:00
1,146602,3384086,22/02/2017_00:00:00
1,142823,3424944,17/09/2016_00:00:00
2,198840,494390,09/08/2016_00:00:00
1,241184,2895155,04/06/2016_00:00:00
1,101007,2635948,25/12/2015_00:00:00
2.05,110407,330037,03/10/2016_00:00:00
1,109531,1525743,28/11/2016_00:00:00
1,151613,284894,30/11/2015_00:00:00
1,40531,2897141,03/11/2015_00:00:00
1,52420,2323,18/02/2016_00:00:00
1,218324,4889248,23/03/2016_00:00:00
1,63024,1090119,26/10/2015_00:00:00
1,77597,3331340,18/04/2016_00:00:00
1,43295,739663,05/01/2017_00:00:00
1,51830,1191735,13/09/2015_00:00:00
2,98956,1133717,08/11/2016_00:00:00
5,43146,486047,07/12/2016_00:00:00
1,219154,4414710,18/10/2015_00:00:00
1,22549,1464822,01/12/2015_00:00:00
3,40450,3683220,27/09/2016_00:00:00
1,222038,2390272,04/09/2015_00:00:00
1,115212,331804,30/11/2016_00:00:00
1,42915,5147107,26/08/2015_00:00:00
1,4319,3417640,24/01/2017_00:00:00
1,232006,690939,29/09/2016_00:00:00
1,245206,4278683,28/08/2015_00:00:00
2,43336,3094317,03/06/2016_00:00:00
1,110148,2126364,03/03/2016_00:00:00
1,123186,2153035,25/02/2017_00:00:00
1,55756,3289067,07/10/2016_00:00:00
1,99233,1133717,18/03/2017_00:00:00
1,43949,3362874,23/11/2015_00:00:00
1,4391,2653450,15/10/2015_00:00:00
2,103067,4395969,21/11/2016_00:00:00
2,138350,2160830,24/09/2016_00:00:00
1,109539,2353470,02/03/2017_00:00:00
1,48190,3572764,18/10/2016_00:00:00
1,100893,400615,04/12/2015_00:00:00
1,82815,1128321,16/05/2016_00:00:00
1,46058,4416546,25/08/2015_00:00:00
1,4314,434137,06/01/2017_00:00:00
2,134622,4661530,02/01/2016_00:00:00
1,42954,331804,11/11/2015_00:00:00
